Date,Temperature High (C),Temperature Low (C),Temperature Average (C),Sea Surface Temperature (C),Sea Ice (WMO Code),Pressure High (mbar),Pressure Low (mbar),Pressure Average (mbar),Wind Peak (knots),Wind 5-Sec Peak (knots),Wind 2-Min Peak (knots),Wind Average (knots),Wind Peak Direction,Wind 5-Sec Peak Direction,Wind 2-Min Peak Direction,Wind Prevailing Direction,Precipitation Melted (mm),Precipitation Snow (cm),Depth at Snowstake (cm),Sky Coverage (tenths)
1989-11-23,4.1,-0.6,,,,987.2,975.3,,26.0,,,7.0,100.0,,,NE,T,1,,2.0
1989-11-24,4.4,-2.9,,,,987.2,984.7,,20.0,,,11.0,90.0,,,NE,T,T,,7.0
1989-11-25,5.2,-0.9,,,,998.5,986.5,,12.0,,,7.0,50.0,,,E,0.0,0,,3.0
1989-11-26,3.9,0.0,,,,1005.9,998.6,,10.0,,,7.0,20.0,,,N,0.0,0,,7.0
1989-11-27,3.7,-0.9,,,,1004.8,993.8,,20.0,,,11.0,150.0,,,SE,2.0,2,,10.0
1989-11-28,4.9,0.2,,,,1004.2,985.8,,28.0,,,11.0,120.0,,,W,T,T,,9.0
1989-11-29,5.6,2.8,,,,989.0,981.9,,42.0,,,19.0,30.0,,,E,5.0,T,,9.0
1989-11-30,3.9,1.0,,,,989.9,983.4,,24.0,,,11.0,100.0,,,NE,3.0,T,,10.0
1989-12-01,4.6,0.6,,,,997.2,986.2,,17.0,,,5.0,30.0,,,NW,2.0,T,,10.0
1989-12-02,6.7,1.3,,,,997.9,995.9,,11.0,,,5.0,340.0,,,NW,0.0,0,,5.0
1989-12-03,3.6,-1.7,,,,996.3,994.9,,10.0,,,5.0,270.0,,,N,T,T,,10.0
1989-12-04,3.9,-1.1,,,,994.9,990.1,,11.0,,,7.0,290.0,,,NW,T,T,,7.0
1989-12-05,5.1,-1.7,,,,997.5,994.9,,10.0,,,6.0,330.0,,,N,0.0,0,,9.0
1989-12-06,2.7,-0.3,,,,1003.5,997.5,,16.0,,,8.0,220.0,,,W,T,T,,5.0
1989-12-07,5.0,-0.1,,,,1004.0,1002.4,,15.0,,,4.0,50.0,,,E,0.0,0,,9.0
1989-12-08,6.1,1.3,,,,1002.5,995.1,,25.0,,,9.0,90.0,,,W,0.0,0,,9.0
1989-12-09,3.6,0.8,,,,998.0,993.0,,28.0,,,6.0,70.0,,,NE,T,T,,10.0
1989-12-10,5.6,0.6,,,,1000.0,995.8,,24.0,,,11.0,30.0,,,NE,0.0,0,,9.0
1989-12-11,5.4,-0.8,,,,995.8,985.6,,29.0,,,13.0,150.0,,,SE,0.0,0,,9.0
1989-12-12,5.0,1.7,,,,990.4,985.7,,31.0,,,11.0,150.0,,,N,T,T,,10.0
1989-12-13,2.8,0.0,,,,995.1,990.4,,19.0,,,9.0,280.0,,,N,3.1,1,,10.0
1989-12-14,3.9,-1.1,,,,1002.3,995.0,,25.0,,,13.0,250.0,,,W,T,T,,9.0
1989-12-15,4.4,0.6,,,,1003.0,998.9,,20.0,,,11.0,230.0,,,SW,0.0,0,,8.0
1989-12-16,3.3,0.3,,,,998.9,994.6,,18.0,,,7.0,230.0,,,W,T,T,,8.0
1989-12-17,3.9,0.0,,,,994.6,991.9,,20.0,,,11.0,240.0,,,SW,0.0,0,,7.0
1989-12-18,4.4,-0.7,,,,991.9,982.6,,27.0,,,13.0,40.0,,,SE,2.0,3,,10.0
1989-12-19,3.3,1.2,,,,982.5,971.2,,37.0,,,11.0,50.0,,,E,3.0,T,,10.0
1989-12-20,1.8,0.0,,,,977.0,970.4,,24.0,,,9.0,260.0,,,W,6.2,4,,10.0
1989-12-21,3.3,-1.1,,,,986.4,977.0,,30.0,,,13.0,280.0,,,W,0.6,T,,7.0
1989-12-22,6.0,-0.9,,,,990.2,986.5,,12.0,,,7.0,260.0,,,S,0.0,0,,4.0
1989-12-23,5.6,0.8,,,,990.0,985.0,,33.0,,,5.0,90.0,,,NE,T,0,,10.0
1989-12-24,6.7,3.3,,,,988.3,985.1,,32.0,,,15.0,50.0,,,SE,T,0,,10.0
1989-12-25,5.2,2.7,,,,988.0,986.1,,16.0,,,3.0,170.0,,,S,T,0,,10.0
1989-12-26,5.0,1.9,,,,998.0,987.4,,12.0,,,3.0,180.0,,,SE,5.3,0,,10.0
1989-12-27,6.7,2.2,,,,1000.1,998.0,,12.0,,,2.0,360.0,,,W,0.0,0,,9.0
1989-12-28,4.0,1.7,,,,999.9,996.2,,8.0,,,2.0,240.0,,,W,0.6,0,,10.0
1989-12-29,4.4,2.1,,,,996.2,994.9,,19.0,,,2.0,50.0,,,N,2.0,T,,10.0
1989-12-30,5.3,2.8,,,,995.1,991.5,,48.0,,,21.0,50.0,,,NE,0.8,0,,10.0
1989-12-31,6.1,1.9,,,,995.1,991.0,,45.0,,,18.0,50.0,,,NE,2.0,T,,10.0
1990-01-01,2.2,0.8,,,,996.8,993.9,,18.0,,,9.0,260.0,,,W,2.0,T,,10.0
1990-01-02,5.0,-0.1,,,,993.9,980.9,,18.0,,,3.0,150.0,,,SE,18.0,2,,10.0
1990-01-03,8.3,3.3,,,,985.3,979.5,,21.0,,,11.0,180.0,,,SE,0.8,0,,9.0
1990-01-04,4.4,2.0,,,,995.8,985.5,,20.0,,,11.0,260.0,,,NW,0.0,0,,7.0
1990-01-05,3.1,1.4,,,,996.0,995.0,,19.0,,,13.0,260.0,,,W,0.0,0,,10.0
1990-01-06,2.9,1.1,,,,998.2,994.0,,11.0,,,7.0,260.0,,,SW,0.0,0,,10.0
1990-01-07,4.4,0.8,,,,1001.8,998.2,,20.0,,,13.0,240.0,,,W,T,T,,10.0
1990-01-08,4.4,0.6,,,,1001.6,995.9,,18.0,,,7.0,170.0,,,N,0.8,T,,10.0
1990-01-09,6.7,3.9,,,,995.9,977.5,,46.0,,,17.0,50.0,,,NE,0.3,0,,10.0
1990-01-10,5.0,1.0,,,,977.8,973.0,,12.0,,,3.0,260.0,,,N,9.3,T,,10.0
1990-01-11,4.4,0.8,,,,988.9,977.1,,8.0,,,1.0,190.0,,,N,1.0,0,,10.0
1990-01-12,7.3,2.2,,,,996.5,988.9,,8.0,,,3.0,230.0,,,W,0.0,0,,4.0
1990-01-13,4.4,1.7,,,,1000.7,996.5,,20.0,,,7.0,50.0,,,E,0.3,T,,10.0
1990-01-14,6.6,1.1,,,,1000.6,995.0,,14.0,,,5.0,30.0,,,N,0.0,0,,9.0
1990-01-15,6.6,2.2,,,,994.9,991.8,,30.0,,,13.0,100.0,,,NE,0.0,0,,10.0
1990-01-16,8.3,1.7,,,,992.0,989.2,,28.0,,,13.0,150.0,,,SE,0.0,0,,9.0
1990-01-17,7.7,1.1,,,,996.8,991.3,,20.0,,,2.0,110.0,,,NE,0.0,0,,6.0
1990-01-18,6.7,2.3,,,,997.8,996.8,,31.0,,,7.0,60.0,,,SE,1.5,T,,10.0
1990-01-19,5.0,1.9,,,,1000.9,997.2,,10.0,,,1.0,110.0,,,NE,5.8,0,,10.0
1990-01-20,8.7,1.7,,,,1001.0,998.9,,13.0,,,2.0,140.0,,,NE,0.0,0,,6.0
1990-01-21,8.2,4.0,,,,999.0,992.9,,14.0,,,5.0,140.0,,,SE,T,0,,10.0
1990-01-22,5.0,1.1,,,,992.8,988.3,,18.0,,,7.0,30.0,,,N,0.8,0,,10.0
1990-01-23,6.5,2.1,,,,996.3,993.0,,15.0,,,5.0,240.0,,,NE,1.3,0,,10.0
1990-01-24,6.1,1.7,,,,996.0,993.2,,7.0,,,3.0,20.0,,,NE,0.0,0,,7.0
1990-01-25,8.6,1.5,,,,993.2,989.7,,10.0,,,5.0,160.0,,,NE,0.0,0,,5.0
1990-01-26,6.7,1.9,,,,996.0,990.3,,9.0,,,2.0,10.0,,,N,0.0,0,,9.0
1990-01-27,4.4,1.7,,,,997.9,996.0,,7.0,,,1.0,190.0,,,NE,1.5,0,,10.0
1990-01-28,5.6,1.1,,,,997.6,990.9,,12.0,,,5.0,240.0,,,W,0.5,T,,9.0
1990-01-29,3.9,2.3,,,,990.9,986.8,,20.0,,,8.0,220.0,,,SW,T,T,,10.0
1990-01-30,3.3,1.1,,,,987.4,985.2,,19.0,,,6.0,220.0,,,SW,T,T,,10.0
1990-01-31,4.3,1.1,,,,985.2,980.7,,5.0,,,1.0,120.0,,,N,1.1,0,,10.0
1990-02-01,7.2,1.9,,,,985.9,982.8,,12.0,,,3.0,60.0,,,N,2.0,0,,9.0
1990-02-02,4.3,1.7,,,,993.8,983.8,,26.0,,,7.0,270.0,,,W,T,T,,10.0
1990-02-03,5.0,1.9,,,,997.6,993.5,,30.0,,,7.0,20.0,,,NE,T,T,,10.0
1990-02-04,7.3,4.3,,,,1000.7,990.8,,47.0,,,13.0,10.0,,,N,0.8,0,,10.0
1990-02-05,7.8,1.7,,,,994.8,987.5,,45.0,,,22.0,10.0,,,N,10.5,0,,10.0
1990-02-06,5.0,2.6,,,,991.1,970.9,,27.0,,,13.0,10.0,,,NW,T,0,,10.0
1990-02-07,5.7,2.7,,,,991.8,970.6,,26.0,,,13.0,70.0,,,SW,T,0,,8.0
1990-02-08,4.4,2.2,,,,991.9,984.1,,45.0,,,17.0,10.0,,,NW,9.0,0,,10.0
1990-02-09,4.0,1.6,,,,991.7,988.8,,30.0,,,17.0,350.0,,,NW,5.0,T,,10.0
1990-02-10,3.9,2.2,,,,992.2,984.0,,36.0,,,15.0,360.0,,,N,7.0,T,,10.0
1990-02-11,8.3,3.3,,,,995.4,986.2,,40.0,,,15.0,20.0,,,NW,T,0,,7.0
1990-02-12,6.7,4.4,,,,990.7,986.0,,54.0,,,31.0,330.0,,,NW,T,0,,10.0
1990-02-13,3.6,0.6,,,,1002.9,990.1,,28.0,,,17.0,320.0,,,W,6.3,1,,10.0
1990-02-14,4.2,1.2,,,,1006.1,997.3,,34.0,,,17.0,10.0,,,NW,3.3,T,,10.0
1990-02-15,2.8,1.1,,,,997.3,983.0,,31.0,,,13.0,330.0,,,NW,1.3,1,,9.0
1990-02-16,3.0,0.6,,,,993.8,984.9,,32.0,,,15.0,210.0,,,SW,2.8,1,,8.0
1990-02-17,3.3,0.1,,,,1000.9,993.8,,29.0,,,13.0,210.0,,,SW,2.0,2,,7.0
1990-02-18,4.4,0.6,,,,1000.8,990.3,,24.0,,,8.0,10.0,,,E,3.3,1,,10.0
1990-02-19,5.0,1.9,,,,990.4,982.0,,47.0,,,11.0,100.0,,,SW,0.3,0,,10.0
1990-02-20,5.7,1.4,,,,992.9,990.8,,16.0,,,9.0,200.0,,,S,0.0,0,,8.0
1990-02-21,4.4,0.7,,,,992.8,979.8,,45.0,,,13.0,50.0,,,E,0.5,T,,10.0
1990-02-22,6.7,3.4,,,,983.5,979.2,,40.0,,,20.0,40.0,,,N,0.3,0,,8.0
1990-02-23,7.8,2.3,,,,990.8,982.3,,25.0,,,5.0,60.0,,,W,0.0,0,,7.0
1990-02-24,7.9,1.4,,,,1000.7,990.9,,21.0,,,7.0,70.0,,,E,T,0,,8.0
1990-02-25,6.7,3.8,,,,999.4,992.2,,56.0,,,23.0,10.0,,,N,1.3,0,,9.0
1990-02-26,4.0,2.2,,,,1000.1,997.0,,26.0,,,15.0,330.0,,,N,2.2,0,,8.0
1990-02-27,5.7,2.2,,,,999.6,977.8,,26.0,,,11.0,90.0,,,E,T,0,,9.0
1990-02-28,5.3,-1.1,,,,982.0,977.9,,37.0,,,15.0,60.0,,,N,T,0,,9.0
1990-03-01,6.2,1.3,,,,994.9,980.5,,22.0,,,7.0,60.0,,,N,0.0,0,,8.0
1990-03-02,4.1,0.7,,,,995.0,973.1,,57.0,,,21.0,30.0,,,N,0.4,T,,10.0
1990-03-03,2.8,0.7,,,,990.1,974.3,,34.0,,,13.0,110.0,,,SE,3.4,2,,8.0
1990-03-04,3.0,-0.6,,,,993.8,989.6,,30.0,,,13.0,10.0,,,NW,4.0,4,,10.0
1990-03-05,2.8,1.7,,,,989.5,976.8,,35.0,,,17.0,360.0,,,N,5.5,0,,10.0
1990-03-06,3.9,0.6,,,,976.7,962.9,,23.0,,,11.0,20.0,,,N,5.5,T,,10.0
1990-03-07,6.2,0.6,,,,983.0,963.5,,35.0,,,17.0,100.0,,,E,T,T,,4.0
1990-03-08,3.3,-0.6,,,,984.4,970.0,,49.0,,,19.0,10.0,,,N,0.5,T,,10.0
1990-03-09,2.8,0.0,,,,1002.0,972.6,,26.0,,,14.0,210.0,,,SW,7.5,6,,9.0
1990-03-10,5.6,-0.9,,,,1003.3,974.7,,55.0,,,20.0,360.0,,,N,5.8,T,,10.0
1990-03-11,5.0,0.0,,,,974.7,955.9,,46.0,,,22.0,360.0,,,N,11.5,1,,10.0
1990-03-12,5.0,-1.0,,,,1000.1,973.7,,32.0,,,12.0,210.0,,,SW,0.0,0,,6.0
1990-03-13,0.6,-1.4,,,,1008.0,1000.1,,14.0,,,7.0,360.0,,,N,0.0,0,,10.0
1990-03-14,4.6,-0.6,,,,1012.9,1008.0,,14.0,,,5.0,190.0,,,S,0.0,0,,8.0
1990-03-15,6.1,0.2,,,,1013.0,1003.8,,37.0,,,9.0,20.0,,,NW,T,0,,8.0
1990-03-16,5.0,1.7,,,,1003.8,993.6,,29.0,,,11.0,10.0,,,NW,6.0,0,,10.0
1990-03-17,2.5,-0.6,,,,1000.6,992.2,,32.0,,,13.0,210.0,,,SW,1.8,2,2,10.0
1990-03-18,2.7,0.3,,,,998.9,991.8,,26.0,,,9.0,30.0,,,NW,4.3,3,0,10.0
1990-03-19,3.9,1.1,,,,991.8,970.7,,66.0,,,23.0,20.0,,,N,11.3,T,0,10.0
1990-03-20,5.7,2.8,,,,974.3,971.0,,49.0,,,25.0,350.0,,,N,3.3,0,0,10.0
1990-03-21,3.3,1.0,,,,975.2,974.2,,26.0,,,13.0,350.0,,,NW,0.5,T,0,10.0
1990-03-22,2.2,-0.1,,,,977.8,975.0,,20.0,,,3.0,360.0,,,N,0.0,0,0,9.0
1990-03-23,1.7,-0.6,,,,983.2,977.7,,24.0,,,7.0,200.0,,,W,T,T,0,10.0
1990-03-24,-0.6,-2.1,,,,987.6,983.2,,21.0,,,7.0,210.0,,,SW,0.3,1,0,10.0
1990-03-25,0.0,-2.2,,,,993.0,987.6,,13.0,,,7.0,200.0,,,SW,0.5,4,0,8.0
1990-03-26,3.0,-3.3,,,,992.3,966.9,,45.0,,,19.0,120.0,,,NE,T,T,0,10.0
1990-03-27,4.4,0.7,,,,966.9,963.2,,32.0,,,13.0,360.0,,,N,2.0,2,0,9.0
1990-03-28,4.4,1.4,,,,980.6,965.8,,41.0,,,21.0,10.0,,,N,0.8,T,0,10.0
1990-03-29,5.6,1.2,,,,983.0,967.9,,36.0,,,15.0,100.0,,,NE,T,0,0,8.0
1990-03-30,5.5,1.1,,,,975.4,966.2,,27.0,,,5.0,100.0,,,E,0.0,0,0,4.0
1990-03-31,1.9,-0.6,,,,991.6,975.4,,27.0,,,4.0,10.0,,,N,T,T,0,10.0
1990-04-01,3.3,-1.7,,,,1009.7,991.6,,13.0,,,5.0,190.0,,,NE,0.0,0,0,6.0
1990-04-02,0.6,-1.4,,,,1011.4,1003.6,,19.0,,,7.0,30.0,,,NE,T,T,0,7.0
1990-04-03,2.8,-2.1,,,,1008.5,1003.9,,18.0,,,5.0,350.0,,,NE,0.0,0,0,2.0
1990-04-04,1.7,-1.7,,,,1003.9,1002.3,,22.0,,,8.0,90.0,,,E,0.0,0,0,4.0
1990-04-05,2.2,-1.1,,,,1004.2,1002.7,,22.0,,,9.0,20.0,,,NE,0.0,0,0,10.0
1990-04-06,1.1,-1.4,,,,1004.2,1001.2,,19.0,,,7.0,20.0,,,N,0.0,0,0,9.0
1990-04-07,-1.1,-3.3,,,,1001.2,992.5,,9.0,,,4.0,20.0,,,NE,T,T,0,8.0
1990-04-08,-0.9,-3.9,,,,992.5,988.7,,11.0,,,3.0,100.0,,,NE,T,1,0,9.0
1990-04-09,-0.2,-2.9,,,,995.6,989.4,,7.0,,,4.0,50.0,,,NE,0.0,0,0,7.0
1990-04-10,0.0,-3.6,,,,1005.6,995.6,,12.0,,,6.0,10.0,,,NE,0.0,0,0,7.0
1990-04-11,-0.1,-2.9,,,,1009.0,1005.6,,16.0,,,8.0,200.0,,,S,T,T,0,10.0
1990-04-12,-1.0,-2.2,,,,1009.5,1006.0,,19.0,,,7.0,200.0,,,SW,0.0,0,0,10.0
1990-04-13,1.3,-2.2,,,,1006.0,991.4,,39.0,,,9.0,360.0,,,W,4.0,4,1,10.0
1990-04-14,-0.6,-1.9,,,,992.3,986.1,,22.0,,,9.0,230.0,,,SW,1.4,2,8,10.0
1990-04-15,-1.9,-10.0,,,,993.4,981.3,,47.0,,,21.0,110.0,,,SE,1.3,1,4,5.0
1990-04-16,-0.2,-10.6,,,,1005.0,988.5,,42.0,,,11.0,110.0,,,SE,T,T,7,6.0
1990-04-17,0.6,-5.6,,,,1005.0,994.0,,18.0,,,6.0,190.0,,,N,0.0,0,6,8.0
1990-04-18,0.2,-2.5,,,,995.2,976.3,,30.0,,,9.0,360.0,,,N,8.0,9,10,10.0
1990-04-19,-0.8,-4.6,,,,990.0,978.2,,28.0,,,10.0,180.0,,,SW,T,T,12,7.0
1990-04-20,1.4,-2.1,,,,988.0,966.2,,57.0,,,23.0,20.0,,,N,0.3,T,12,10.0
1990-04-21,-0.6,-5.6,,,,977.0,966.2,,25.0,,,13.0,230.0,,,E,0.6,2,12,10.0
1990-04-22,-2.8,-4.0,,,,986.3,977.0,,20.0,,,7.0,220.0,,,N,1.3,3,12,10.0
1990-04-23,-3.3,-4.6,,,,988.3,985.6,,20.0,,,9.0,20.0,,,N,T,T,13,10.0
1990-04-24,-2.7,-5.8,,,,985.6,972.6,,27.0,,,11.0,40.0,,,E,0.0,0,12,10.0
1990-04-25,-3.3,-6.1,,,,981.0,972.0,,20.0,,,11.0,350.0,,,NE,T,T,12,8.0
1990-04-26,-3.9,-8.9,,,,981.0,978.0,,29.0,,,15.0,20.0,,,N,T,T,11,7.0
1990-04-27,-4.0,-9.1,,,,984.4,980.7,,27.0,,,13.0,180.0,,,E,T,T,11,6.0
1990-04-28,-2.4,-9.8,,,,984.4,978.2,,26.0,,,11.0,210.0,,,S,0.0,0,10,9.0
1990-04-29,-2.1,-4.9,,,,995.4,978.7,,24.0,,,7.0,240.0,,,SW,0.0,0,10,5.0
1990-04-30,-0.6,-6.2,,,,1003.0,995.4,,25.0,,,11.0,90.0,,,E,0.0,0,10,2.0
1990-05-01,-1.7,-6.7,,,,1009.0,1002.0,,28.0,,,11.0,60.0,,,NE,0.0,0,9,5.0
1990-05-02,0.1,-5.3,,,,1019.5,1009.0,,28.0,,,14.0,80.0,,,E,0.0,0,9,0.0
1990-05-03,-1.1,-6.4,,,,1026.4,1019.4,,25.0,,,7.0,20.0,,,NE,0.0,0,8,6.0
1990-05-04,-2.2,-6.1,,,,1026.4,1023.3,,24.0,,,9.0,20.0,,,NE,0.0,0,7,7.0
1990-05-05,-2.7,-4.9,,,,1023.3,1019.5,,16.0,,,7.0,20.0,,,N,0.0,0,7,10.0
1990-05-06,-3.3,-5.6,,,,1022.2,1018.3,,15.0,,,7.0,120.0,,,SE,T,0,6,9.0
1990-05-07,-2.8,-4.9,,,,1024.0,1022.2,,20.0,,,5.0,190.0,,,NE,T,T,6,10.0
1990-05-08,-3.9,-6.7,,,,1024.7,1022.4,,22.0,,,9.0,10.0,,,S,0.0,0,6,7.0
1990-05-09,-3.2,-4.6,,,,1028.6,1024.7,,12.0,,,5.0,160.0,,,N,0.0,0,5,10.0
1990-05-10,-3.1,-4.4,,,,1030.6,1028.5,,18.0,,,7.0,180.0,,,S,T,0,5,10.0
1990-05-11,-3.9,-5.0,,,,1030.7,1028.1,,14.0,,,6.0,160.0,,,SE,T,0,5,10.0
1990-05-12,-2.7,-8.2,,,,1029.5,1028.0,,16.0,,,6.0,360.0,,,N,0.0,0,4,10.0
1990-05-13,-1.5,-4.6,,,,1028.0,1022.8,,11.0,,,3.0,120.0,,,E,T,T,4,4.0
1990-05-14,-2.2,-5.4,,,,1023.0,1019.1,,11.0,,,3.0,340.0,,,NE,0.0,0,4,10.0
1990-05-15,-1.4,-6.1,,,,1019.1,1011.3,,9.0,,,2.0,60.0,,,E,0.0,0,4,6.0
1990-05-16,-3.3,-5.6,,,,1011.3,1008.5,,8.0,,,1.0,120.0,,,E,0.0,0,3,7.0
1990-05-17,-2.8,-7.2,,,,1009.3,991.6,,19.0,,,5.0,110.0,,,E,0.0,0,6,6.0
1990-05-18,2.8,-3.6,,,,991.3,982.8,,25.0,,,6.0,20.0,,,N,1.0,2,4,7.0
1990-05-19,5.7,-0.6,,,,987.3,980.7,,39.0,,,13.0,20.0,,,E,T,0,3,10.0
1990-05-20,2.2,-1.0,,,,995.0,987.3,,42.0,,,7.0,20.0,,,N,0.5,1,3,10.0
1990-05-21,0.0,-2.2,,,,994.0,966.1,,62.0,,,21.0,60.0,,,E,T,T,3,10.0
1990-05-22,1.1,-4.6,,,,966.1,954.4,,60.0,,,25.0,70.0,,,E,0.5,1,1,10.0
1990-05-23,-2.8,-5.6,,,,969.0,954.1,,46.0,,,19.0,100.0,,,E,0.0,0,1,7.0
1990-05-24,-2.2,-5.3,,,,989.1,969.0,,16.0,,,8.0,340.0,,,N,2.5,5,3,6.0
1990-05-25,-2.2,-5.8,,,,991.6,989.1,,24.0,,,7.0,20.0,,,E,T,1,2,10.0
1990-05-26,-2.8,-5.3,,,,1002.1,991.6,,13.0,,,3.0,30.0,,,E,9.0,17,18,10.0
1990-05-27,-3.3,-7.4,,,,1004.5,1002.1,,18.0,,,5.0,10.0,,,NE,T,T,16,4.0
1990-05-28,-1.1,-6.1,,,,1002.9,991.3,,16.0,,,3.0,20.0,,,E,T,T,14,9.0
1990-05-29,0.7,-2.8,,,,991.3,980.5,,34.0,,,9.0,50.0,,,E,T,T,11,9.0
1990-05-30,4.4,-2.2,,,,980.6,964.1,,59.0,,,23.0,20.0,,,N,4.1,1,3,10.0
1990-05-31,2.5,0.0,,,,973.0,966.0,,54.0,,,27.0,30.0,,,N,5.0,3,2,10.0
1990-06-01,2.2,-1.7,,,,981.2,970.0,,40.0,,,21.0,10.0,,,N,0.0,0,2,6.0
1990-06-02,-1.4,-3.9,,,,981.4,979.7,,12.0,,,4.0,330.0,,,N,0.0,0,2,10.0
1990-06-03,-1.7,-4.3,,,,992.0,981.5,,17.0,,,5.0,20.0,,,NE,0.0,0,2,5.0
1990-06-04,-1.1,-4.2,,,,995.4,991.7,,43.0,,,13.0,100.0,,,N,1.0,2,4,9.0
1990-06-05,-1.7,-5.9,,,,998.7,992.3,,39.0,,,11.0,10.0,,,N,0.3,1,2,6.0
1990-06-06,-3.9,-5.6,,,,1000.1,998.7,,19.0,,,6.0,190.0,,,N,1.5,6,6,6.0
1990-06-07,-4.7,-8.9,,,,1009.2,1000.1,,12.0,,,8.0,180.0,,,NE,0.0,0,4,7.0
1990-06-08,-5.0,-5.6,,,,1013.3,1009.2,,16.0,,,5.0,200.0,,,SW,0.0,0,3,9.0
1990-06-09,-0.6,-7.2,,,,1013.5,1007.2,,24.0,,,6.0,10.0,,,SE,1.0,2,5,10.0
1990-06-10,1.2,-3.9,,,,1007.3,983.4,,27.0,,,11.0,60.0,,,E,0.5,1,5,10.0
1990-06-11,1.1,-3.3,,,,992.8,979.8,,33.0,,,7.0,70.0,,,SE,T,T,4,4.0
1990-06-12,-1.1,-3.3,,,,999.8,992.9,,29.0,,,4.0,10.0,,,E,0.0,0,4,10.0
1990-06-13,-1.7,-2.8,,,,998.6,996.3,,12.0,,,4.0,300.0,,,E,2.0,5,3,10.0
1990-06-14,-0.1,-3.0,,,,997.3,990.7,,18.0,,,5.0,40.0,,,E,2.6,8,12,10.0
1990-06-15,0.6,-3.6,,,,997.2,990.7,,20.0,,,6.0,360.0,,,N,0.3,1,13,7.0
1990-06-16,1.7,-3.6,,,,997.1,960.4,,54.0,,,15.0,60.0,,,NE,T,T,12,10.0
1990-06-17,1.7,-5.0,,,,979.7,958.8,,62.0,,,21.0,30.0,,,NW,0.3,T,8,8.0
1990-06-18,-1.7,-5.6,,,,989.0,979.7,,32.0,,,17.0,20.0,,,SW,T,T,7,8.0
1990-06-19,0.0,-6.0,,,,988.4,976.0,,56.0,,,21.0,360.0,,,N,5.0,3,8,7.0
1990-06-20,0.0,-4.3,,,,983.0,964.2,,93.0,,,23.0,360.0,,,NW,0.5,1,8,9.0
1990-06-21,-1.1,-4.4,,,,968.8,956.3,,52.0,,,19.0,360.0,,,SW,1.8,3,7,10.0
1990-06-22,0.3,-4.4,,,,962.6,956.5,,44.0,,,16.0,10.0,,,N,9.0,18,25,10.0
1990-06-23,-4.4,-7.8,,,,968.0,962.5,,41.0,,,22.0,250.0,,,W,1.0,2,21,10.0
1990-06-24,-0.6,-9.1,,,,971.2,948.2,,51.0,,,17.0,360.0,,,W,3.3,6,21,10.0
1990-06-25,-0.6,-6.1,,,,958.3,948.0,,43.0,,,21.0,350.0,,,N,2.5,4,19,9.0
1990-06-26,-3.6,-9.4,,,,961.1,958.3,,50.0,,,20.0,110.0,,,E,0.3,1,17,8.0
1990-06-27,-5.6,-11.1,,,,968.2,958.3,,52.0,,,23.0,110.0,,,E,0.5,1,18,7.0
1990-06-28,-2.9,-8.3,,,,972.9,966.9,,68.0,,,16.0,330.0,,,W,T,T,17,10.0
1990-06-29,-3.3,-8.9,,,,971.4,963.4,,42.0,,,15.0,10.0,,,W,T,T,16,8.0
1990-06-30,3.3,-8.9,,,,984.2,962.0,,74.0,,,17.0,10.0,,,SW,1.0,2,16,10.0
1990-07-01,1.1,-7.4,,,,983.9,975.3,,50.0,,,23.0,10.0,,,N,2.0,3,15,10.0
1990-07-02,-1.3,-7.4,,,,1001.9,978.8,,28.0,,,9.0,340.0,,,SW,T,0,14,8.0
1990-07-03,2.2,-6.9,,,,1002.8,987.0,,68.0,,,19.0,20.0,,,NE,1.0,T,14,7.0
1990-07-04,1.7,-0.6,,,,988.1,982.3,,80.0,,,34.0,10.0,,,N,4.3,T,3,8.0
1990-07-05,1.7,-0.6,,,,990.6,968.0,,46.0,,,21.0,360.0,,,N,0.2,T,3,10.0
1990-07-06,1.4,-3.9,,,,986.8,965.7,,35.0,,,19.0,200.0,,,SW,0.3,T,3,10.0
1990-07-07,0.2,-5.6,,,,991.1,985.1,,28.0,,,11.0,110.0,,,E,1.5,4,4,10.0
1990-07-08,3.6,-1.0,,,,987.3,981.9,,34.0,,,9.0,90.0,,,E,1.3,2,4,10.0
1990-07-09,3.9,-0.6,,,,981.9,972.5,,42.0,,,11.0,20.0,,,N,5.6,2,4,10.0
1990-07-10,1.7,-2.6,,,,972.4,967.2,,23.0,,,3.0,70.0,,,NW,0.5,1,4,10.0
1990-07-11,-2.5,-6.9,,,,972.0,967.8,,15.0,,,4.0,30.0,,,E,1.6,4,10,10.0
1990-07-12,-2.2,-6.1,,,,989.2,971.8,,27.0,,,9.0,110.0,,,E,4.6,9,9,10.0
1990-07-13,-3.1,-6.4,,,,994.2,987.4,,18.0,,,2.0,110.0,,,NE,1.1,1,14,7.0
1990-07-14,-3.3,-7.2,,,,997.0,993.5,,28.0,,,5.0,360.0,,,NE,0.1,T,11,9.0
1990-07-15,-0.8,-4.1,,,,997.6,990.2,,24.0,,,7.0,70.0,,,SE,0.0,0,10,10.0
1990-07-16,-1.7,-5.0,,,,995.0,988.4,,19.0,,,5.0,280.0,,,NW,0.2,1,10,10.0
1990-07-17,-3.9,-7.2,,,,1005.8,995.0,,14.0,,,5.0,200.0,,,N,0.8,5,15,8.0
1990-07-18,-3.9,-8.1,,,,1010.5,1000.7,,18.0,,,6.0,230.0,,,NE,0.0,0,14,5.0
